page_id,stage,status,accepted,base,tokens_base_logged,tokens_candidate_logged,tokens_original_report,tokens_saved_vs_base_logged,candidate_reduction_vs_original_pct,pixel_identical
we00019,l2,ok,True,level1,5519.0,5230.0,6600.0,289.0,20.757575757575758,True
we00020,l2,ok,True,level1,3657.0,3468.0,4953.0,189.0,29.98182919442762,True
we00021,l2,ok,True,level1,4284.0,4040.0,5527.0,244.0,26.904288040528314,True
we00022,l2,ok,True,level1,3634.0,3389.0,4247.0,245.0,20.202495879444314,True
we00023,l2,ok,True,level1,2706.0,2409.0,3017.0,297.0,20.152469340404377,True
we00024,l2,ok,True,level1,2674.0,2637.0,2842.0,37.0,7.21323011963406,True
we00025,l2,ok,True,level1,5621.0,4486.0,6591.0,1135.0,31.937490517372176,True
we00026,l2,ok,True,level1,2727.0,2274.0,2870.0,453.0,20.766550522648085,True
we00027,l2,ok,True,level1,4194.0,3111.0,4501.0,1083.0,30.882026216396355,True
we00028,l2,ok,True,level1,1710.0,1638.0,2142.0,72.0,23.529411764705884,True
we00029,l2,ok,True,level1,3314.0,3047.0,3422.0,267.0,10.958503798947984,True
we00030,l2,ok,True,level1,4256.0,1136.0,4391.0,3120.0,74.12890002277386,True
we00031,l2,ok,True,level1,6187.0,5779.0,7592.0,408.0,23.88040042149631,True
we00032,l2,all_edits_rejected,False,level1,2269.0,,2560.0,0.0,,False
we00033,l2,all_edits_rejected,False,level1,4540.0,,4997.0,0.0,,False
we00034,l2,ok,True,level1,2600.0,2488.0,2835.0,112.0,12.239858906525573,True
we00035,l2,ok,True,level1,2578.0,2492.0,2717.0,86.0,8.281192491718807,True
we00036,l2,ok,True,level1,2378.0,2030.0,2505.0,348.0,18.962075848303392,True
we00037,l2,ok,True,level1,2618.0,2499.0,3187.0,119.0,21.58770003137747,True
we00038,l2,all_edits_rejected,False,level1,2237.0,,2528.0,0.0,,False
we00039,l2,ok,True,level1,2911.0,2896.0,3022.0,15.0,4.169424222369292,True
we00040,l2,ok,True,level1,2926.0,2549.0,3075.0,377.0,17.10569105691057,True
we00041,l2,ok,True,level1,2948.0,2654.0,3819.0,294.0,30.505367897355328,True
we00042,l2,ok,True,level1,3348.0,2515.0,3565.0,833.0,29.453015427769987,True
we00043,l2,ok,True,level1,1334.0,1087.0,1527.0,247.0,28.814669286182056,True
we00044,l2,ok,True,level1,4743.0,3653.0,5874.0,1090.0,37.8106911814777,True
we00045,l2,ok,True,level1,2050.0,1989.0,2542.0,61.0,21.75452399685287,True
we00046,l2,ok,True,level1,4073.0,4050.0,4561.0,23.0,11.203683402762552,True
we00047,l2,ok,True,level1,5586.0,4451.0,6557.0,1135.0,32.11834680494128,True
we00048,l2,ok,True,level1,2821.0,1870.0,3090.0,951.0,39.48220064724919,True
we00049,l2,ok,True,level1,2854.0,2171.0,2989.0,683.0,27.36701237872198,True
we00050,l2,ok,True,level1,3709.0,3615.0,4327.0,94.0,16.454818581003003,True
we00051,l2,ok,True,level1,3137.0,2937.0,3336.0,200.0,11.96043165467626,True
we00052,l2,ok,True,level1,1751.0,1584.0,1956.0,167.0,19.01840490797546,True
we00053,l2,"page_error: Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""file:///C:/Users/Mahin/Thesis/render_validated_starter_kit/starter_kit/data/raw_webcode2m/we00053.html"", waiting until ""load""
",False,original,,,3488.0,0.0,,False
we00054,l2,ok,True,level1,4646.0,3143.0,5530.0,1503.0,43.164556962025316,True
we00055,l2,ok,True,level1,3228.0,2717.0,4375.0,511.0,37.89714285714286,True
we00056,l2,ok,True,level1,1298.0,1217.0,1704.0,81.0,28.579812206572768,True
we00057,l2,ok,True,level1,3751.0,3491.0,4324.0,260.0,19.264569842738204,True
we00058,l2,ok,True,level1,2113.0,1849.0,2298.0,264.0,19.538729329852046,True
we00059,l2,ok,True,level1,2523.0,2361.0,2612.0,162.0,9.609494640122511,True
we00060,l2,ok,True,level1,3057.0,2640.0,3353.0,417.0,21.2645392186102,True
we00061,l2,ok,True,level1,2460.0,2360.0,2695.0,100.0,12.430426716141001,True
we00062,l2,all_edits_rejected,False,level1,1618.0,,1834.0,0.0,,False
we00063,l2,ok,True,level1,5948.0,5410.0,7104.0,538.0,23.84572072072072,True
we00064,l2,all_edits_rejected,False,level1,3547.0,,3941.0,0.0,,False
we00065,l2,ok,True,level1,3568.0,3097.0,4230.0,471.0,26.78486997635934,True
we00066,l2,ok,True,level1,1158.0,954.0,1387.0,204.0,31.218457101658256,True
we00067,l2,ok,True,level1,3803.0,3691.0,4451.0,112.0,17.07481464839362,True
we00068,l2,ok,True,level1,3818.0,3200.0,4852.0,618.0,34.04781533388294,True
we00069,l2,ok,True,level1,2599.0,2494.0,2884.0,105.0,13.522884882108183,True
we00070,l2,ok,True,level1,2685.0,2392.0,2909.0,293.0,17.77243038844964,True
we00071,l2,"page_error: Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""file:///C:/Users/Mahin/Thesis/render_validated_starter_kit/starter_kit/data/raw_webcode2m/we00071.html"", waiting until ""load""
",False,original,,,2895.0,0.0,,False
we00072,l2,ok,True,level1,3453.0,2306.0,4006.0,1147.0,42.43634548177734,True
we00073,l2,ok,True,level1,4121.0,3642.0,4570.0,479.0,20.306345733041574,True
we00074,l2,ok,True,level1,2688.0,2588.0,2923.0,100.0,11.460827916524119,True
we00075,l2,no_candidates,False,level1,918.0,,1136.0,0.0,,False
we00076,l2,ok,True,level1,2913.0,2638.0,3386.0,275.0,22.090962787950385,True
we00077,l2,ok,True,level1,4066.0,2787.0,4958.0,1279.0,43.78781766841468,True
we00078,l2,ok,True,original,1812.0,1807.0,1812.0,5.0,0.27593818984547464,True
we00079,l2,ok,True,level1,2830.0,1695.0,3327.0,1135.0,49.05320108205591,True
we00080,l2,ok,True,level1,2754.0,2100.0,2909.0,654.0,27.81024407012719,True
we00081,l2,ok,True,level1,2538.0,2465.0,3368.0,73.0,26.811163895486935,True
we00082,l2,ok,True,level1,1624.0,1455.0,1910.0,169.0,23.82198952879581,True
we00083,l2,ok,True,level1,4397.0,4176.0,5228.0,221.0,20.122417750573835,True
we00084,l2,ok,True,level1,2538.0,2465.0,3368.0,73.0,26.811163895486935,True
we00085,l2,ok,True,level1,1437.0,1416.0,1999.0,21.0,29.164582291145575,True
we00086,l2,ok,True,level1,1300.0,1217.0,1704.0,83.0,28.579812206572768,True
we00087,l2,ok,True,level1,2503.0,2477.0,2647.0,26.0,6.422364941443143,True
we00088,l2,ok,True,level1,2967.0,2615.0,3645.0,352.0,28.257887517146777,True
we00089,l2,no_candidates,False,level1,1566.0,,1700.0,0.0,,False
we00090,l2,ok,True,level1,5927.0,4996.0,6864.0,931.0,27.214452214452216,True
we00091,l2,ok,True,level1,6587.0,5971.0,8292.0,616.0,27.990834539315003,False
we00092,l2,ok,True,level1,3485.0,3265.0,4239.0,220.0,22.977117244633167,False
we00093,l2,ok,True,level1,3037.0,2740.0,3348.0,297.0,18.160095579450417,True
we00094,l2,ok,True,level1,2546.0,2316.0,2966.0,230.0,21.91503708698584,True
we00095,l2,ok,True,level1,3927.0,3222.0,4842.0,705.0,33.45724907063197,True
we00096,l2,ok,True,level1,2969.0,2813.0,3920.0,156.0,28.239795918367346,True
we00097,l2,ok,True,level1,3527.0,3191.0,4418.0,336.0,27.77274784970575,True
we00098,l2,ok,True,level1,2465.0,2108.0,2729.0,357.0,22.75558812751924,True
we00099,l2,ok,True,level1,1556.0,1455.0,2025.0,101.0,28.14814814814815,True
we00000,l3,ok,True,final:l2,1845.0,1543.0,2371.0,302.0,34.921973850695906,True
we00001,l3,ok,True,final:l2,4127.0,3374.0,5544.0,753.0,39.14141414141414,True
we00002,l3,ok,True,final:l2,2168.0,2047.0,2609.0,121.0,21.540820237638943,True
we00003,l3,no_change,False,final:l2,1932.0,,2641.0,0.0,,False
we00004,l3,ok,True,final:l2,1807.0,1776.0,3802.0,31.0,53.28774329300368,True
we00005,l3,ok,True,final:l2,2666.0,2526.0,3501.0,140.0,27.84918594687232,True
we00006,l3,ok,True,final:l2,5264.0,3559.0,6634.0,1705.0,46.3521254145312,True
we00007,l3,ok,True,final:l2,4108.0,3910.0,5269.0,198.0,25.792370468779655,True
we00008,l3,ok,True,final:l2,2736.0,2706.0,2999.0,30.0,9.769923307769256,True
we00009,l3,ok,True,final:l2,3401.0,2733.0,5385.0,668.0,49.24791086350975,True
we00010,l3,ok,True,final:l2,4021.0,3474.0,5063.0,547.0,31.384554611890184,True
we00011,l3,ok,True,final:l2,5492.0,4464.0,6945.0,1028.0,35.72354211663067,True
we00012,l3,ok,True,final:l2,3077.0,2966.0,5271.0,111.0,43.72984253462341,True
we00013,l3,ok,True,final:l1,2358.0,2275.0,2593.0,83.0,12.263787119166988,True
we00014,l3,ok,True,final:l2,6969.0,5899.0,8924.0,1070.0,33.897355445988346,True
we00015,l3,ok,True,final:l2,5561.0,4494.0,7629.0,1067.0,41.09319701140385,True
we00016,l3,ok,False,final:l2,4436.0,3903.0,5951.0,0.0,,False
we00017,l3,no_change,False,final:l2,1123.0,,1207.0,0.0,,False
we00018,l3,ok,True,final:l2,3251.0,3244.0,4121.0,7.0,21.281242416889103,True
we00019,l3,ok,True,final:l2,5230.0,3525.0,6600.0,1705.0,46.59090909090909,True
we00020,l3,ok,True,final:l2,3468.0,2458.0,4953.0,1010.0,50.37351100343226,True
we00021,l3,ok,True,final:l2,4040.0,3567.0,5527.0,473.0,35.462276099149626,True
we00022,l3,ok,True,final:l2,3389.0,3152.0,4247.0,237.0,25.7829055804097,True
we00023,l3,ok,True,final:l2,2409.0,2302.0,3017.0,107.0,23.699038780245278,True
we00024,l3,ok,True,final:l2,2637.0,2625.0,2842.0,12.0,7.635467980295567,True
we00025,l3,ok,True,final:l2,4486.0,4279.0,6591.0,207.0,35.07813685328478,True
we00026,l3,ok,True,final:l2,2274.0,2161.0,2870.0,113.0,24.70383275261324,True
we00027,l3,ok,True,final:l2,3111.0,2988.0,4501.0,123.0,33.61475227727172,True
we00028,l3,ok,True,final:l2,1638.0,1618.0,2142.0,20.0,24.463118580765638,True
we00029,l3,ok,True,final:l2,3047.0,2971.0,3422.0,76.0,13.179427235534774,True
we00030,l3,ok,True,final:l2,1136.0,1107.0,4391.0,29.0,74.78934183557276,True
we00031,l3,ok,True,final:l2,5779.0,4957.0,7592.0,822.0,34.70758693361433,True
we00032,l3,ok,True,final:l1,2269.0,2250.0,2560.0,19.0,12.109375,True
we00033,l3,ok,True,final:l1,4540.0,4447.0,4997.0,93.0,11.006603962377426,True
we00034,l3,no_change,False,final:l2,2488.0,,2835.0,0.0,,False
we00035,l3,no_change,False,final:l2,2492.0,,2717.0,0.0,,False
we00036,l3,ok,True,final:l2,2030.0,1873.0,2505.0,157.0,25.22954091816367,True
we00037,l3,ok,True,final:l2,2499.0,2336.0,3187.0,163.0,26.702227800439285,True
we00038,l3,ok,True,final:l1,2237.0,2218.0,2528.0,19.0,12.262658227848101,True
we00039,l3,ok,True,final:l2,2896.0,2893.0,3022.0,3.0,4.268696227663799,True
we00040,l3,ok,True,final:l2,2549.0,2537.0,3075.0,12.0,17.495934959349594,True
we00041,l3,ok,True,final:l2,2654.0,2640.0,3819.0,14.0,30.87195600942655,True
we00042,l3,ok,True,final:l2,2515.0,2486.0,3565.0,29.0,30.266479663394108,True
we00043,l3,ok,True,final:l2,1087.0,933.0,1527.0,154.0,38.89980353634578,True
we00044,l3,ok,True,final:l2,3653.0,3030.0,5874.0,623.0,48.4167517875383,True
we00045,l3,ok,True,final:l2,1989.0,1867.0,2542.0,122.0,26.553894571203777,True
we00046,l3,ok,True,final:l2,4050.0,3968.0,4561.0,82.0,13.001534751151063,True
we00047,l3,ok,True,final:l2,4451.0,4244.0,6557.0,207.0,35.27527832850389,True
we00048,l3,ok,True,final:l2,1870.0,1812.0,3090.0,58.0,41.359223300970875,True
we00049,l3,ok,True,final:l2,2171.0,2051.0,2989.0,120.0,31.381733021077284,True
we00050,l3,ok,True,final:l2,3615.0,3548.0,4327.0,67.0,18.00323549803559,True
we00051,l3,ok,True,final:l2,2937.0,2855.0,3336.0,82.0,14.418465227817746,True
we00052,l3,ok,True,final:l2,1584.0,1581.0,1956.0,3.0,19.171779141104295,True
we00053,l3,"page_error: Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""file:///C:/Users/Mahin/Thesis/render_validated_starter_kit/starter_kit/data/raw_webcode2m/we00053.html"", waiting until ""load""
",False,final:original,3488.0,,3488.0,0.0,,False
we00054,l3,ok,True,final:l2,3143.0,2434.0,5530.0,709.0,55.98553345388788,True
we00055,l3,ok,True,final:l2,2717.0,2622.0,4375.0,95.0,40.06857142857143,True
we00056,l3,ok,True,final:l2,1217.0,1106.0,1704.0,111.0,35.093896713615024,True
we00057,l3,ok,True,final:l2,3491.0,2886.0,4324.0,605.0,33.256244218316375,True
we00058,l3,ok,True,final:l2,1849.0,1846.0,2298.0,3.0,19.669277632724107,True
we00059,l3,ok,True,final:l2,2361.0,2345.0,2612.0,16.0,10.222052067381316,True
we00060,l3,ok,True,final:l2,2640.0,2268.0,3353.0,372.0,32.35908141962422,True
we00061,l3,no_change,False,final:l2,2360.0,,2695.0,0.0,,False
we00062,l3,ok,True,final:l1,1618.0,1599.0,1834.0,19.0,12.813522355507088,True
we00063,l3,ok,True,final:l2,5410.0,4554.0,7104.0,856.0,35.895270270270274,True
we00064,l3,ok,True,final:l1,3547.0,3529.0,3941.0,18.0,10.454199441766049,True
we00065,l3,ok,True,final:l2,3097.0,2655.0,4230.0,442.0,37.234042553191486,True
we00066,l3,ok,True,final:l2,954.0,823.0,1387.0,131.0,40.663302090843544,True
we00067,l3,ok,True,final:l2,3691.0,3493.0,4451.0,198.0,21.523253201527748,True
we00068,l3,ok,True,final:l2,3200.0,2356.0,4852.0,844.0,51.44270403957131,True
we00069,l3,no_change,False,final:l2,2494.0,,2884.0,0.0,,False
we00070,l3,ok,True,final:l2,2392.0,2378.0,2909.0,14.0,18.253695427982123,True
we00071,l3,"page_error: Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""file:///C:/Users/Mahin/Thesis/render_validated_starter_kit/starter_kit/data/raw_webcode2m/we00071.html"", waiting until ""load""
",False,original (no step-08 entry),2895.0,,2895.0,0.0,,False
we00072,l3,ok,True,final:l2,2306.0,1625.0,4006.0,681.0,59.43584623065402,True
we00073,l3,ok,True,final:l2,3642.0,3357.0,4570.0,285.0,26.542669584245075,True
we00074,l3,no_change,False,final:l2,2588.0,,2923.0,0.0,,False
we00075,l3,no_change,False,final:l1,918.0,,1136.0,0.0,,False
we00076,l3,ok,True,final:l2,2638.0,2157.0,3386.0,481.0,36.296515062020084,True
we00077,l3,ok,True,final:l2,2787.0,2783.0,4958.0,4.0,43.86849536103267,True
we00078,l3,no_change,False,final:l2,1807.0,,1812.0,0.0,,False
we00079,l3,ok,True,final:l2,1695.0,1392.0,3327.0,303.0,58.1605049594229,True
we00080,l3,ok,True,final:l2,2100.0,2058.0,2909.0,42.0,29.254039188724647,True
we00081,l3,ok,True,final:l2,2465.0,2383.0,3368.0,82.0,29.2458432304038,True
we00082,l3,ok,True,final:l2,1455.0,1449.0,1910.0,6.0,24.13612565445026,True
we00083,l3,ok,True,final:l2,4176.0,3732.0,5228.0,444.0,28.61514919663351,True
we00084,l3,ok,True,final:l2,2465.0,2383.0,3368.0,82.0,29.2458432304038,True
we00085,l3,no_change,False,final:l2,1416.0,,1999.0,0.0,,False
we00086,l3,ok,True,final:l2,1217.0,1106.0,1704.0,111.0,35.093896713615024,True
we00087,l3,ok,True,final:l2,2477.0,2469.0,2647.0,8.0,6.724593879863997,True
we00088,l3,ok,True,final:l2,2615.0,2106.0,3645.0,509.0,42.22222222222222,True
we00089,l3,no_change,False,final:l1,1566.0,,1700.0,0.0,,False
we00090,l3,ok,True,final:l2,4996.0,4433.0,6864.0,563.0,35.416666666666664,True
we00091,l3,ok,False,final:l2,5971.0,5313.0,8292.0,0.0,,False
we00092,l3,ok,False,final:l2,3265.0,2840.0,4239.0,0.0,,False
we00093,l3,ok,True,final:l2,2740.0,2633.0,3348.0,107.0,21.356033452807647,True
we00094,l3,ok,True,final:l2,2316.0,2115.0,2966.0,201.0,28.691840863115306,True
we00095,l3,ok,True,final:l2,3222.0,2486.0,4842.0,736.0,48.6575795125981,True
we00096,l3,ok,True,final:l2,2813.0,2234.0,3920.0,579.0,43.01020408163265,True
we00097,l3,ok,True,final:l2,3191.0,2354.0,4418.0,837.0,46.71797193300136,True
we00098,l3,ok,True,final:l2,2108.0,2065.0,2729.0,43.0,24.331256870648588,True
we00099,l3,ok,True,final:l2,1455.0,1319.0,2025.0,136.0,34.864197530864196,True
