page_id,source,tokens_original,base,base_path,tokens_base,status,n_blocks,n_edits_planned,n_edits_kept,oracle_calls,css_chars_before,css_chars_after,buckets,tokenizer,g0_parse,tokens_orig,tokens_comp,reduction_pct,g1_tokens,docH_orig,docH_comp,height_delta_px,g2_height,text_ratio,g3_text,n_boxes_orig,n_boxes_comp,iou_mean,center_shift_max,n_unmatched,g4_blocks,deltae_p95,deltae_max,g5_color,ssim_diag,g6_lpips,pixel_identical,accepted,accepted_strict,tokens_l3
we00060,webcode2m,3353,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00060.html,2640,ok,1.0,10.0,10.0,1.0,1545.0,449.0,"{""unmatched"": 1096}",qwen2.5-vl,True,2640.0,2268.0,14.091,True,1767.0,1767.0,0.0,True,1.0,True,82.0,82.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,2268.0
we00061,webcode2m,2695,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00061.html,2360,no_change,1.0,0.0,0.0,0.0,1237.0,1237.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,False,,
we00062,webcode2m,1834,final:l1,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00062.html,1618,ok,1.0,5.0,5.0,1.0,1301.0,1238.0,"{""selector_trim"": 63}",qwen2.5-vl,True,1618.0,1599.0,1.174,True,831.0,831.0,0.0,True,1.0,True,68.0,68.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,1599.0
we00063,webcode2m,7104,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00063.html,5410,ok,1.0,32.0,32.0,1.0,9315.0,6632.0,"{""selector_trim"": 421, ""unmatched"": 2177, ""dead_props"": 85}",qwen2.5-vl,True,5410.0,4554.0,15.823,True,1538.0,1538.0,0.0,True,1.0,True,54.0,54.0,1.0,0.0,0.0,True,0.0,0.0,True,,True,True,True,True,4554.0
we00064,webcode2m,3941,final:l1,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00064.html,3547,ok,1.0,5.0,5.0,1.0,1513.0,1452.0,"{""selector_trim"": 61}",qwen2.5-vl,True,3547.0,3529.0,0.507,True,1168.0,1168.0,0.0,True,1.0,True,98.0,98.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,3529.0
we00065,webcode2m,4230,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00065.html,3097,ok,1.0,25.0,25.0,1.0,4605.0,3218.0,"{""selector_trim"": 218, ""unmatched"": 1169}",qwen2.5-vl,True,3097.0,2655.0,14.272,True,1527.0,1527.0,0.0,True,1.0,True,67.0,67.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,2655.0
we00066,webcode2m,1387,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00066.html,954,ok,1.0,5.0,5.0,1.0,1213.0,902.0,"{""selector_trim"": 245, ""unmatched"": 66}",qwen2.5-vl,True,954.0,823.0,13.732,True,1627.0,1627.0,0.0,True,1.0,True,13.0,13.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,823.0
we00067,webcode2m,4451,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00067.html,3691,ok,1.0,14.0,14.0,1.0,3992.0,3404.0,"{""selector_trim"": 421, ""unmatched"": 167}",qwen2.5-vl,True,3691.0,3493.0,5.364,True,2165.0,2165.0,0.0,True,0.98289,True,92.0,88.0,1.0,0.0,4.0,True,0.0,0.0,True,1.0,True,True,True,True,3493.0
we00068,webcode2m,4852,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00068.html,3200,ok,1.0,43.0,43.0,1.0,6334.0,3531.0,"{""selector_trim"": 429, ""unmatched"": 2061, ""dead_props"": 313}",qwen2.5-vl,True,3200.0,2356.0,26.375,True,800.0,800.0,0.0,True,1.0,True,27.0,27.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,2356.0
we00069,webcode2m,2884,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00069.html,2494,no_change,1.0,0.0,0.0,0.0,1010.0,1010.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,False,,
we00070,webcode2m,2909,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00070.html,2392,ok,1.0,1.0,1.0,1.0,653.0,616.0,"{""unmatched"": 37}",qwen2.5-vl,True,2392.0,2378.0,0.585,True,1710.0,1710.0,0.0,True,1.0,True,48.0,48.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,2378.0
we00071,webcode2m,2895,original (no step-08 entry),C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\data\raw_webcode2m\we00071.html,2895,"page_error: Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""file:///C:/Users/Mahin/Thesis/render_validated_starter_kit/starter_kit/data/raw_webcode2m/we00071.html"", waiting until ""load""
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,
we00072,webcode2m,4006,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00072.html,2306,ok,1.0,32.0,32.0,1.0,3948.0,1484.0,"{""unmatched"": 2005, ""selector_trim"": 394, ""dead_props"": 65}",qwen2.5-vl,True,2306.0,1625.0,29.532,True,1053.0,1053.0,0.0,True,0.99563,True,21.0,19.0,1.0,0.0,2.0,True,0.0,0.0,True,1.0,True,True,True,True,1625.0
we00073,webcode2m,4570,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00073.html,3642,ok,1.0,13.0,13.0,1.0,4448.0,3528.0,"{""unmatched"": 820, ""dead_props"": 14, ""selector_trim"": 86}",qwen2.5-vl,True,3642.0,3357.0,7.825,True,1634.0,1634.0,0.0,True,0.99923,True,49.0,48.0,1.0,0.0,1.0,True,0.0,0.0,True,1.0,True,True,True,True,3357.0
we00074,webcode2m,2923,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00074.html,2588,no_change,1.0,0.0,0.0,0.0,1237.0,1237.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,False,,
we00075,webcode2m,1136,final:l1,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00075.html,918,no_change,1.0,0.0,0.0,0.0,528.0,528.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,False,,
we00076,webcode2m,3386,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00076.html,2638,ok,1.0,22.0,22.0,1.0,3873.0,2185.0,"{""selector_trim"": 462, ""unmatched"": 1161, ""dead_props"": 65}",qwen2.5-vl,True,2638.0,2157.0,18.234,True,1298.0,1298.0,0.0,True,0.99641,True,26.0,24.0,1.0,0.0,2.0,True,0.0,0.0,True,1.0,True,True,True,True,2157.0
we00077,webcode2m,4958,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00077.html,2787,ok,1.0,1.0,1.0,1.0,1614.0,1608.0,"{""selector_trim"": 6}",qwen2.5-vl,True,2787.0,2783.0,0.144,True,1134.0,1134.0,0.0,True,1.0,True,44.0,44.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,2783.0
we00078,webcode2m,1812,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00078.html,1807,no_change,1.0,0.0,0.0,0.0,642.0,642.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,False,,
we00079,webcode2m,3327,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00079.html,1695,ok,1.0,20.0,20.0,1.0,2929.0,1834.0,"{""unmatched"": 845, ""selector_trim"": 197, ""dead_props"": 53}",qwen2.5-vl,True,1695.0,1392.0,17.876,True,1305.0,1305.0,0.0,True,1.0,True,16.0,16.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,1392.0
we00080,webcode2m,2909,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00080.html,2100,ok,1.0,3.0,3.0,1.0,907.0,740.0,"{""selector_trim"": 114, ""unmatched"": 53}",qwen2.5-vl,True,2100.0,2058.0,2.0,True,1331.0,1331.0,0.0,True,1.0,True,66.0,66.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,2058.0
we00081,webcode2m,3368,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00081.html,2465,ok,1.0,11.0,11.0,1.0,2505.0,2212.0,"{""selector_trim"": 225, ""unmatched"": 68}",qwen2.5-vl,True,2465.0,2383.0,3.327,True,1400.0,1400.0,0.0,True,1.0,True,75.0,75.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,2383.0
we00082,webcode2m,1910,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00082.html,1455,ok,1.0,1.0,1.0,1.0,982.0,973.0,"{""selector_trim"": 9}",qwen2.5-vl,True,1455.0,1449.0,0.412,True,1344.0,1344.0,0.0,True,1.0,True,32.0,32.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,1449.0
we00083,webcode2m,5228,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00083.html,4176,ok,1.0,29.0,29.0,1.0,4903.0,3367.0,"{""selector_trim"": 629, ""unmatched"": 680, ""dead_props"": 227}",qwen2.5-vl,True,4176.0,3732.0,10.632,True,2170.0,2170.0,0.0,True,1.0,True,124.0,124.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,3732.0
we00084,webcode2m,3368,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00084.html,2465,ok,1.0,11.0,11.0,1.0,2505.0,2212.0,"{""selector_trim"": 225, ""unmatched"": 68}",qwen2.5-vl,True,2465.0,2383.0,3.327,True,1400.0,1400.0,0.0,True,1.0,True,75.0,75.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,2383.0
we00085,webcode2m,1999,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00085.html,1416,no_change,1.0,0.0,0.0,0.0,1008.0,1008.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,False,,
we00086,webcode2m,1704,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00086.html,1217,ok,1.0,3.0,3.0,1.0,2238.0,1925.0,"{""unmatched"": 313}",qwen2.5-vl,True,1217.0,1106.0,9.121,True,970.0,970.0,0.0,True,1.0,True,32.0,32.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,1106.0
we00087,webcode2m,2647,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00087.html,2477,ok,1.0,1.0,1.0,1.0,682.0,656.0,"{""dead_props"": 26}",qwen2.5-vl,True,2477.0,2469.0,0.323,True,2836.0,2836.0,0.0,True,1.0,True,63.0,63.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,2469.0
we00088,webcode2m,3645,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00088.html,2615,ok,1.0,21.0,21.0,1.0,4720.0,3207.0,"{""selector_trim"": 6, ""unmatched"": 1393, ""dead_props"": 114}",qwen2.5-vl,True,2615.0,2106.0,19.465,True,1347.0,1347.0,0.0,True,0.97913,True,75.0,73.0,1.0,0.0,2.0,True,0.0,0.0,True,1.0,True,True,True,True,2106.0
we00089,webcode2m,1700,final:l1,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00089.html,1566,no_change,1.0,0.0,0.0,0.0,512.0,512.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,False,,
we00090,webcode2m,6864,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00090.html,4996,ok,1.0,27.0,27.0,1.0,8664.0,7002.0,"{""selector_trim"": 959, ""unmatched"": 603, ""dead_props"": 100}",qwen2.5-vl,True,4996.0,4433.0,11.269,True,800.0,800.0,0.0,True,1.0,True,36.0,36.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,4433.0
we00091,webcode2m,8292,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00091.html,5971,ok,1.0,25.0,25.0,1.0,9717.0,7646.0,"{""selector_trim"": 44, ""unmatched"": 1861, ""dead_props"": 166}",qwen2.5-vl,True,5971.0,5313.0,11.02,True,1459.0,1459.0,0.0,True,1.0,True,45.0,45.0,1.0,0.0,0.0,True,0.0,0.002,True,0.99887,True,False,False,False,5313.0
we00092,webcode2m,4239,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00092.html,3265,ok,1.0,28.0,28.0,1.0,4622.0,3160.0,"{""unmatched"": 737, ""selector_trim"": 512, ""dead_props"": 213}",qwen2.5-vl,True,3265.0,2840.0,13.017,True,2097.0,2097.0,0.0,True,1.0,True,46.0,46.0,1.0,0.02,0.0,True,0.0,0.0,True,0.99999,True,False,False,False,2840.0
we00093,webcode2m,3348,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00093.html,2740,ok,1.0,5.0,5.0,1.0,2946.0,2578.0,"{""unmatched"": 353, ""selector_trim"": 15}",qwen2.5-vl,True,2740.0,2633.0,3.905,True,2094.0,2094.0,0.0,True,1.0,True,45.0,45.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,2633.0
we00094,webcode2m,2966,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00094.html,2316,ok,1.0,8.0,8.0,1.0,2476.0,1846.0,"{""unmatched"": 611, ""dead_props"": 19}",qwen2.5-vl,True,2316.0,2115.0,8.679,True,1619.0,1619.0,0.0,True,1.0,True,69.0,69.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,2115.0
we00095,webcode2m,4842,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00095.html,3222,ok,1.0,35.0,35.0,1.0,6401.0,3771.0,"{""unmatched"": 2512, ""selector_trim"": 118}",qwen2.5-vl,True,3222.0,2486.0,22.843,True,1935.0,1935.0,0.0,True,0.98028,True,43.0,38.0,0.9897,3.5,5.0,True,0.072,2.247,True,1.0,True,True,True,True,2486.0
we00096,webcode2m,3920,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00096.html,2813,ok,1.0,39.0,39.0,1.0,6036.0,4046.0,"{""selector_trim"": 825, ""unmatched"": 909, ""dead_props"": 256}",qwen2.5-vl,True,2813.0,2234.0,20.583,True,1459.0,1459.0,0.0,True,1.0,True,24.0,24.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,2234.0
we00097,webcode2m,4418,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00097.html,3191,ok,1.0,38.0,38.0,1.0,5901.0,3069.0,"{""selector_trim"": 1117, ""unmatched"": 1465, ""dead_props"": 250}",qwen2.5-vl,True,3191.0,2354.0,26.23,True,1344.0,1344.0,0.0,True,1.0,True,36.0,36.0,1.0,0.0,0.0,True,0.0,0.0,True,1.0,True,True,True,True,2354.0
we00098,webcode2m,2729,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00098.html,2108,ok,1.0,5.0,5.0,1.0,1089.0,923.0,"{""unmatched"": 108, ""selector_trim"": 58}",qwen2.5-vl,True,2108.0,2065.0,2.04,True,1645.0,1645.0,0.0,True,1.0,True,67.0,67.0,1.0,0.01,0.0,True,0.0,0.0,True,1.0,True,True,True,True,2065.0
we00099,webcode2m,2025,final:l2,C:\Users\Mahin\Thesis\render_validated_starter_kit\starter_kit\outputs\final_targets\webcode2m\we00099.html,1455,ok,1.0,12.0,12.0,1.0,2828.0,2341.0,"{""selector_trim"": 188, ""unmatched"": 284, ""dead_props"": 15}",qwen2.5-vl,True,1455.0,1319.0,9.347,True,1163.0,1163.0,0.0,True,0.98512,True,34.0,28.0,1.0,0.0,6.0,True,0.0,0.0,True,1.0,True,True,True,True,1319.0
